compound_id,canonical_smiles,measured_solubility_logs,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,ring_count,heavy_atom_count,num_aromatic_rings,num_aliphatic_rings,num_heteroatoms,fraction_csp3,molar_refractivity,ro5_violations,ro5_compliant
"1,4-Dinitrobenzene",O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,-3.39,168.108,1.503,86.28,0,4,2,1,12,1,0,6,0.0,39.7508,0,True
Reposal,CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)NC1=O,-2.696,262.309,1.4952,75.27,2,3,2,3,19,0,3,5,0.6429,67.9364,0,True
Ethyl decanoate,CCCCCCCCCC(=O)OCC,-4.1,200.322,3.6902,26.3,0,2,9,0,14,0,0,2,0.9167,59.243,0,True
Fenuron,CN(C)C(=O)Nc1ccccc1,-1.6,164.208,1.7801,32.34,1,1,1,1,12,1,0,3,0.2222,49.1477,0,True
Ethyl propyl ether,CCCOCC,-0.66,88.15,1.4329,9.23,0,1,3,0,6,0,0,1,1.0,26.784,0,True
2-Propanol,CC(C)O,0.43,60.096,0.3871,20.23,1,1,0,0,4,0,0,1,1.0,17.3548,0,True
2-Methylnapthalene,Cc1ccc2ccccc2c1,-3.77,142.201,3.1482,0.0,0,0,0,2,11,2,0,0,0.0909,48.685,0,True
Chlorodibromethane,ClC(Br)Br,-1.9,208.28,2.2986,0.0,0,0,0,0,4,0,0,3,1.0,27.495,0,True
Hexestrol,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,-4.43,270.372,4.7852,40.46,2,2,5,2,20,2,0,2,0.3333,82.2776,0,True
Malathion,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.37,330.364,2.1218,71.06,0,8,9,0,19,0,0,9,0.8,77.565,0,True
Benzylchloride,ClCc1ccccc1,-2.39,126.586,2.4254,0.0,0,0,1,1,8,1,0,1,0.1429,35.999,0,True
t-Crotonaldehyde,C/C=C/C=O,0.32,70.091,0.7614,17.07,0,1,1,0,5,0,0,1,0.25,20.878,0,True
Chlorbromuron,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924,293.548,3.1276,41.57,1,2,2,1,15,1,0,6,0.2222,62.9427,0,True
"9,10-Dimethylanthracene",Cc1c2ccccc2c(C)c2ccccc12,-6.57,206.288,4.6098,0.0,0,0,0,3,16,3,0,0,0.125,70.928,0,True
Methyl hexanoate,CCCCCC(=O)OC,-1.87,130.187,1.7397,26.3,0,2,4,0,9,0,0,2,0.8571,36.158,0,True
Dimefuron,CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1,-4.328,338.795,2.8699,80.37,1,4,2,2,23,2,0,8,0.4,88.5157,0,True
p-Fluoroacetanilide,CC(=O)Nc1ccc(F)cc1,-1.78,153.156,1.7841,29.1,1,1,1,1,11,1,0,3,0.125,40.7037,0,True
alachlor,CCc1cccc(CC)c1N(COC)C(=O)CCl,-3.26,269.772,2.9871,29.54,0,2,6,1,18,1,0,4,0.5,75.28,0,True
Cyclohexene,C1=CCCCC1,-2.59,82.146,2.1166,0.0,0,0,0,1,6,0,1,0,0.6667,27.608,0,True
Hydrocortisone ,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.09,362.466,1.7816,94.83,3,5,2,4,26,0,4,5,0.8095,95.1424,0,True
Pyrimidine,c1cncnc1,1.1,80.09,0.4766,25.78,0,2,0,1,6,1,0,2,0.0,22.032,0,True
p-Chloronitrobenzene,O=[N+]([O-])c1ccc(Cl)cc1,-2.92,157.556,2.2482,43.14,0,2,1,1,10,1,0,4,0.0,38.1064,0,True
Methyl propionate,CCC(=O)OC,-0.14,88.106,0.5694,26.3,0,2,1,0,6,0,0,2,0.75,22.307,0,True
o-Chloronitrobenzene,O=[N+]([O-])c1ccccc1Cl,-2.55,157.556,2.2482,43.14,0,2,1,1,10,1,0,4,0.0,38.1064,0,True
Neburon,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77,275.179,4.2572,32.34,1,1,4,1,17,1,0,5,0.4167,73.0187,0,True
Buthidazole,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O,-1.877,256.331,1.0258,69.56,1,5,1,2,17,1,1,7,0.7,65.1208,0,True
Nitrobenzene,O=[N+]([O-])c1ccccc1,-1.8,123.111,1.5948,43.14,0,2,1,1,9,1,0,3,0.0,33.0964,0,True
Iodobenzene,Ic1ccccc1,-3.01,204.01,2.2912,0.0,0,0,0,1,7,1,0,1,0.0,39.159,0,True
Metolazone,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,-3.78,365.842,2.7141,92.5,2,4,2,3,24,2,1,8,0.1875,93.8984,0,True
Methocarbamol,COc1ccccc1OCC(O)COC(N)=O,-0.985,241.243,0.5302,91.01,2,5,6,1,17,1,0,6,0.3636,60.0312,0,True
butachlor,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.19,311.853,4.1574,29.54,0,2,9,1,21,1,0,4,0.5882,89.131,0,True
"2,3-Dichlorophenol",Oc1cccc(Cl)c1Cl,-1.3,163.003,2.699,20.23,1,1,0,1,9,1,0,3,0.0,38.1268,0,True
Propyl butyrate,CCCC(=O)OC,-1.92,102.133,0.9595,26.3,0,2,2,0,7,0,0,2,0.8,26.924,0,True
Propanil,CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0,218.083,3.3419,29.1,1,1,2,1,13,1,0,4,0.2222,55.3827,0,True
Triamterene,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-2.404,253.269,0.8334,129.62,3,7,1,3,19,3,0,7,0.0,73.8012,0,True
Ethyl hexanoate,CCCCCC(=O)OCC,-2.35,144.214,2.1298,26.3,0,2,5,0,10,0,0,2,0.875,40.775,0,True
chloralose,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,-1.84,309.529,-0.4629,88.38,3,6,2,2,17,0,2,9,1.0,57.7964,0,True
Amitraz,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,-5.47,293.414,4.8719,27.96,0,2,4,2,22,2,0,3,0.2632,95.899,0,True
Prometon,COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478,225.296,1.5208,71.96,2,6,5,1,16,1,0,6,0.7,63.8964,0,True
1-Octene ,C=CCCCCCC,-4.44,112.216,3.1428,0.0,0,0,5,0,8,0,0,0,0.75,38.956,0,True
p-Methylaniline ,Cc1ccc(N)cc1,-1.21,107.156,1.5772,26.02,1,1,0,1,8,1,0,1,0.1429,35.5914,0,True
aminothiazole,Nc1nccs1,-0.36,100.146,0.7253,38.91,1,3,0,1,6,1,0,3,0.0,26.5264,0,True
Metolcarb,CNC(=O)Oc1ccccc1,-1.803,151.165,1.4048,38.33,1,2,1,1,11,1,0,3,0.125,41.5257,0,True
3-Hexanol,CCCC(O)CC,-0.8,102.177,1.5574,20.23,1,1,3,0,7,0,0,1,1.0,31.2058,0,True
9-anthrol,Oc1c2ccccc2cc2ccccc12,-4.73,194.233,3.6986,20.23,1,1,0,3,15,3,0,1,0.0,63.1188,0,True
2-Methylanthracene,Cc1ccc2cc3ccccc3cc2c1,-6.96,192.261,4.3014,0.0,0,0,0,3,15,3,0,0,0.0667,66.191,0,True
"1,2,3-Trimethylbenzene ",Cc1cccc(C)c1C,-3.2,120.195,2.6119,0.0,0,0,0,1,9,1,0,0,0.3333,40.653,0,True
Aminocarb,CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36,208.261,1.7792,41.57,1,3,2,1,15,1,0,4,0.3636,60.5897,0,True
2-Nonanol,CCCCCCCC(C)O,-2.74,144.258,2.7277,20.23,1,1,6,0,10,0,0,1,1.0,45.0568,0,True
Methyldymron,CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1,-3.35,268.36,3.7677,32.34,1,1,3,2,20,2,0,3,0.2353,82.8447,0,True
3-Hexanone,CCCC(=O)CC,-0.83,100.161,1.7656,17.07,0,1,3,0,7,0,0,1,0.8333,30.206,0,True
bromoxynil,N#Cc1cc(Br)c(O)c(Br)c1,-3.33,276.915,2.7889,44.02,1,2,0,1,11,1,0,4,0.0,48.2218,0,True
"3,4-PCB",Clc1ccc(-c2ccccc2)cc1Cl,-6.39,223.102,4.6604,0.0,0,0,1,2,14,2,0,2,0.0,61.898,0,True
Mefenacet,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,-4.873,298.367,3.3381,42.43,0,4,4,3,21,3,0,5,0.125,84.967,0,True
5-hydroxyquinoline,Oc1cccc2ncccc12,-2.54,145.161,1.9404,33.12,1,2,0,2,11,2,0,2,0.0,43.4078,0,True
Carboxin,CC1=C(C(=O)Nc2ccccc2)SCCO1,-3.14,235.308,2.62,38.33,1,3,2,2,16,1,1,4,0.25,66.1817,0,True
Ethoxyzolamide,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,-3.81,258.324,1.3424,82.28,1,5,3,2,16,2,0,7,0.2222,62.1622,0,True
Pentachlorophenol,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28,266.338,4.6592,20.23,1,1,0,1,12,1,0,6,0.0,53.1568,0,True
Bromochloromethane,ClCBr,-0.89,129.384,1.5776,0.0,0,0,0,0,3,0,0,2,1.0,19.647,0,True
metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2.23,198.222,0.501,66.48,1,3,2,1,14,0,1,5,0.6667,49.3237,0,True
deoxycorticosterone acetate,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.63,372.505,4.2667,60.44,0,4,3,4,27,0,4,4,0.7826,101.84,0,True
benzylurea,NC(=O)NCc1ccccc1,-0.95,150.181,0.8549,55.12,2,1,2,1,11,1,0,3,0.125,42.8651,0,True
Chlortoluron,Cc1ccc(NC(=O)N(C)C)cc1Cl,-3.483,212.68,2.7419,32.34,1,1,1,1,14,1,0,4,0.3,58.8947,0,True
Linuron,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592,249.097,3.0185,41.57,1,2,2,1,15,1,0,6,0.2222,60.2527,0,True
Cycloheptanol,OC1CCCCCC1,-0.88,114.188,1.7015,20.23,1,1,0,1,8,0,1,1,1.0,33.7088,0,True
Thiamphenicol,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,-2.154,356.227,0.4043,103.7,3,5,6,1,21,1,0,9,0.4167,79.0221,0,True
thiopental,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-3.36,242.344,1.3499,58.2,2,3,4,1,16,0,1,5,0.7273,65.6794,0,True
acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,-2.36,222.251,-0.8561,115.04,2,6,2,1,13,1,0,9,0.25,45.5859,0,True
p-Nitrophenol,O=[N+]([O-])c1ccc(O)cc1,-0.74,139.11,1.3004,63.37,1,3,1,1,10,1,0,4,0.0,34.7612,0,True
Aldrin,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,-6.307,364.914,5.2702,0.0,0,0,0,4,18,0,4,6,0.6667,78.054,1,True
Tetrahydrofurane ,C1CCOC1,0.49,72.107,0.7968,9.23,0,1,0,1,5,0,1,1,1.0,20.053,0,True
o-Nitroaniline,Nc1ccccc1[N+](=O)[O-],-1.96,138.126,1.177,69.16,1,3,1,1,10,1,0,4,0.0,37.5088,0,True
"2,2',3,3'-PCB",Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,-7.28,291.992,5.9672,0.0,0,0,1,2,16,2,0,4,0.0,71.918,1,True
phenylbutazone,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.81,308.381,3.7878,40.62,0,2,5,3,23,2,1,4,0.2632,90.871,0,True
"2,6-Dinitrotoluene",Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],-3.0,182.135,1.8114,86.28,0,4,2,1,13,1,0,6,0.1429,44.4878,0,True
Progesterone,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42,314.469,4.7235,34.14,0,2,1,4,23,0,4,2,0.8095,90.881,0,True
Chlorazine,CCN(CC)c1nc(Cl)nc(N(CC)CC)n1,-4.4110000000000005,257.769,2.2174,45.15,0,5,6,1,17,1,0,6,0.7273,71.959,0,True
captafol,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,-5.4,349.066,3.5209,37.38,0,3,3,2,18,0,2,8,0.6,74.729,0,True
"1,2,4-tribromobenzene",Brc1ccc(Br)c(Br)c1,-4.5,314.802,3.9741,0.0,0,0,0,1,9,1,0,3,0.0,49.542,0,True
Oxazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,-3.952,286.718,2.4479,61.69,2,3,1,3,20,2,1,5,0.0667,78.1695,0,True
Secobarbital,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,-2.356,238.287,1.3511,75.27,2,3,5,1,17,0,1,5,0.5833,63.0004,0,True
Carvacrol,Cc1ccc(C(C)C)cc1O,-2.08,150.221,2.824,20.23,1,1,1,1,11,1,0,1,0.4,46.9328,0,True
rhodanine,O=C1CSC(=S)N1,-1.77,133.197,0.1343,29.1,1,3,0,1,7,0,1,4,0.3333,33.1987,0,True
Morin,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,-3.083,302.238,1.988,131.36,5,7,1,3,22,3,0,7,0.0,76.244,0,True
Kepone,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-5.259,490.639,4.6182,17.07,0,1,0,6,21,0,6,11,0.9,88.116,0,True
Disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86,296.552,3.6212,6.48,0,4,4,0,16,0,0,6,0.8,86.22,0,True
Cyclohexane,C1CCCCC1,-3.1,84.162,2.3406,0.0,0,0,0,1,6,0,1,0,1.0,27.702,0,True
Dienochlor,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,-7.278,474.64,7.7256,0.0,0,0,1,2,20,0,2,10,0.2,92.096,1,True
chlordimeform,Cc1cc(Cl)ccc1N=CN(C)C,-2.86,196.681,2.8698,15.6,0,1,2,1,13,1,0,3,0.3,58.028,0,True
Equilenin,CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,-5.24,266.34,3.9444,37.3,1,2,0,4,20,2,2,2,0.3889,79.0228,0,True
1-Octanol,CCCCCCCCO,-2.39,130.231,2.3392,20.23,1,1,6,0,9,0,0,1,1.0,40.4618,0,True
Diethyl sulfide,CCSCC,-1.34,90.191,1.7594,0.0,0,1,2,0,5,0,0,1,1.0,28.673,0,True
"1,2-Dichloroethane",ClCCCl,-1.06,98.96,1.464,0.0,0,0,1,0,4,0,0,2,1.0,21.44,0,True
2-Chloro-2-methylbutane,CCC(C)(C)Cl,-2.51,106.596,2.4138,0.0,0,0,1,0,6,0,0,1,1.0,30.223,0,True
1-Chloro-2-bromoethane,ClCCBr,-1.32,143.411,1.6201,0.0,0,0,1,0,4,0,0,2,1.0,24.514,0,True
p-Nitroaniline,Nc1ccc([N+](=O)[O-])cc1,-2.37,138.126,1.177,69.16,1,3,1,1,10,1,0,4,0.0,37.5088,0,True
Lactose,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,-0.244,342.297,-5.3972,189.53,8,11,4,2,23,0,2,11,1.0,68.6194,2,False
RTI 2,CCN1C(=O)c2cccnc2N(CC)c2ncccc21,-2.86,268.32,2.6147,49.33,0,4,2,3,20,2,1,5,0.2667,78.5045,0,True
Chlorobenzene,Clc1ccccc1,-2.38,112.559,2.34,0.0,0,0,0,1,7,1,0,1,0.0,31.452,0,True
1-Nonene ,C=CCCCCCCC,-5.05,126.243,3.5329,0.0,0,0,6,0,9,0,0,0,0.7778,43.573,0,True
p-Bromoiodobenzene,Brc1ccc(I)cc1,-4.56,282.906,3.0537,0.0,0,0,0,1,8,1,0,2,0.0,46.859,0,True
3-Methyl-3-pentanol,CCC(C)(O)CC,-0.36,102.177,1.5574,20.23,1,1,2,0,7,0,0,1,1.0,31.2058,0,True
Pentylbenzene,CCCCCc1ccccc1,-4.64,148.249,3.4193,0.0,0,0,4,1,11,1,0,0,0.4545,49.671,0,True
allantoin,NC(=O)NC1NC(=O)NC1=O,-1.6,158.117,-2.1798,113.32,4,3,1,1,11,0,1,7,0.25,33.1815,0,True
Glafenine,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,-4.571000000000001,372.808,3.1418,91.68,3,6,6,3,26,3,0,7,0.1579,99.8528,0,True
DDD,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,-7.2,320.046,5.929,0.0,0,0,3,2,18,2,0,4,0.1429,80.241,1,True
testosterone acetate,CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.184,330.468,4.45,43.37,0,3,1,4,24,0,4,3,0.8095,92.264,0,True
1-Chloronapthalene,Clc1cccc2ccccc12,-3.93,162.619,3.4932,0.0,0,0,0,2,11,2,0,1,0.0,48.958,0,True
RTI 19,CCN1c2ccccc2C(=O)N(C)c2ccccc21,-4.749,252.317,3.4346,23.55,0,2,1,3,19,2,1,3,0.1875,78.2975,0,True
2-Hexanol,CCCCC(C)O,-0.89,102.177,1.5574,20.23,1,1,3,0,7,0,0,1,1.0,31.2058,0,True
Propylcyclopentane,CCCC1CCCC1,-4.74,112.216,2.9767,0.0,0,0,2,1,8,0,1,0,1.0,36.866,0,True
Etomidate,CCOC(=O)c1cncn1C(C)c1ccccc1,-4.735,244.294,2.6691,44.12,0,3,4,2,18,2,0,4,0.2857,68.4385,0,True
"3,4-Dichlorophenol",Oc1ccc(Cl)c(Cl)c1,-1.25,163.003,2.699,20.23,1,1,0,1,9,1,0,3,0.0,38.1268,0,True
Cypermethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.017000000000001,416.304,6.178,59.32,0,4,6,3,28,2,1,6,0.2727,107.954,1,True
Benzoxazole,c1ccc2ocnc2c1,-1.16,119.123,1.8278,26.03,0,2,0,2,9,2,0,2,0.0,34.009,0,True
1-Pentanol,CCCCCO,-0.6,88.15,1.1689,20.23,1,1,3,0,6,0,0,1,1.0,26.6108,0,True
"N,N-Diethylaniline",CCN(CC)c1ccccc1,-3.03,149.237,2.5328,3.24,0,1,3,1,11,1,0,1,0.4,50.003,0,True
"1,3-Difluorobenzene",Fc1cccc(F)c1,-2.0,114.094,1.9648,0.0,0,0,0,1,8,1,0,2,0.0,26.358,0,True
3-chloropropionitrile,N#CCCCl,-0.29,89.525,1.1389,23.79,0,1,1,0,5,0,0,2,0.6667,20.95,0,True
t-Pentylbenzene,CC(C)(C)Cc1ccccc1,-4.15,148.249,3.2752,0.0,0,0,1,1,11,1,0,0,0.4545,49.601,0,True
5-Ethyl-5-phenylbarbital,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.322,232.239,0.7004,75.27,2,3,2,2,17,1,1,5,0.25,60.0924,0,True
o-Chloroiodobenzene,Clc1ccccc1I,-3.54,238.455,2.9446,0.0,0,0,0,1,8,1,0,2,0.0,44.169,0,True
Benzotriazole,c1ccc2[nH]nnc2c1,-0.78,119.127,0.9579,41.57,1,2,0,2,9,2,0,3,0.0,33.8887,0,True
Carbofuran,CNC(=O)Oc1cccc2c1OC(C)(C)C2,-2.8,221.256,2.1183,47.56,1,3,1,2,16,1,1,4,0.4167,59.9367,0,True
"2,6-Dimethylphenol",Cc1cccc(C)c1O,-1.29,122.167,2.009,20.23,1,1,0,1,9,1,0,1,0.25,37.5808,0,True
3-Methyl-2-butanol,CC(C)C(C)O,-0.18,88.15,1.0232,20.23,1,1,1,0,6,0,0,1,1.0,26.5188,0,True
benzhydrol,OC(c1ccccc1)c1ccccc1,-2.55,184.238,2.7683,20.23,1,1,2,2,14,2,0,1,0.0769,56.9458,0,True
Methyl decanoate,CCCCCCCCCC(=O)OC,-4.69,186.295,3.3001,26.3,0,2,8,0,13,0,0,2,0.9091,54.626,0,True
Dicapthon,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,-4.31,297.656,3.1443,70.83,0,6,5,1,17,1,0,9,0.25,67.0374,0,True
1-Bromo-2-methylpropane,CC(C)CBr,-2.43,137.02,2.0373,0.0,0,0,1,0,5,0,0,1,1.0,28.632,0,True
Iodoethane,CCI,-1.6,155.966,1.4413,0.0,0,0,0,0,3,0,0,1,1.0,24.561,0,True
Pirimicarb,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,-1.95,238.291,1.2198,58.56,0,5,2,1,17,1,0,6,0.5455,65.544,0,True
1-Bromohexane,CCCCCCBr,-3.81,165.074,2.9616,0.0,0,0,4,0,7,0,0,1,1.0,37.936,0,True
2-Methylpentane,CCCC(C)C,-3.74,86.178,2.4425,0.0,0,0,2,0,6,0,0,0,1.0,29.746,0,True
Tetrafluthrin,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321000000000001,418.736,5.5518,26.3,0,2,4,2,27,1,1,10,0.4706,81.559,1,True
Metolachlor,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,-2.73,283.799,3.1641,29.54,0,2,6,1,19,1,0,4,0.5333,80.101,0,True
nifuroxime,O=[N+]([O-])c1ccc(C=NO)o1,-2.19,156.097,0.9959,88.87,1,5,2,1,11,1,0,6,0.0,34.7429,0,True
Fluvalinate,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.003,502.92,7.3957,71.35,1,5,8,3,35,3,0,9,0.2308,126.1067,2,False
Amitrole,Nc1nc[nH]n1,0.522,84.082,-0.6131,67.59,2,3,0,1,6,1,0,4,0.0,20.7951,0,True
Tribromomethane,BrC(Br)Br,-1.91,252.731,2.4547,0.0,0,0,0,0,4,0,0,3,1.0,30.569,0,True
Trichlorfon,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.22,257.437,2.1609,55.76,1,4,3,0,12,0,0,8,1.0,47.9213,0,True
Phosalone,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,-5.233,367.816,4.2361,53.6,0,6,7,2,21,2,0,9,0.4167,90.612,0,True
Phenylmethanol,OCc1ccccc1,-0.4,108.14,1.1789,20.23,1,1,1,1,8,1,0,1,0.1429,32.3648,0,True
Coumatetralyl,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,-2.84,292.334,3.9668,50.44,1,3,1,4,22,3,1,3,0.2105,85.3718,0,True
4-Bromophenol,Oc1ccc(Br)cc1,-1.09,173.009,2.1547,20.23,1,1,0,1,8,1,0,2,0.0,35.8068,0,True
2-Bromopropane,CC(C)Br,-1.59,122.993,1.7897,0.0,0,0,0,0,4,0,0,1,1.0,24.063,0,True
"2,2,4-Trimethylpentane",CC(C)CC(C)(C)C,-4.74,114.232,3.0786,0.0,0,0,1,0,8,0,0,0,1.0,38.91,0,True
"1,3,5-Trinitrobenzene",O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-2.89,213.105,1.4112,129.42,0,6,3,1,15,1,0,9,0.0,46.4052,0,True
Nimetazepam,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,-3.796,295.298,2.4086,75.81,0,4,2,3,22,2,1,6,0.125,83.4544,0,True
Propane,CCC,-1.94,44.097,1.4163,0.0,0,0,0,0,3,0,0,0,1.0,15.965,0,True
Minoxidil,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],-1.989,209.253,-0.1303,95.11,2,5,1,2,15,1,1,6,0.5556,58.0858,0,True
1-aminoacridine,Nc1cccc2nc3ccccc3cc12,-4.22,194.237,2.9702,38.91,1,2,0,3,15,3,0,2,0.0,63.6614,0,True
Benzo(k)fluoranthene,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,-8.49,252.316,5.6404,0.0,0,0,0,5,20,4,1,0,0.0,85.884,1,True
Dicofol,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,-5.666,370.49,5.5995,20.23,1,1,2,2,20,2,0,6,0.1429,86.1928,1,True
Acenapthene,c1cc2c3c(cccc3c1)CC2,-4.63,154.212,2.9384,0.0,0,0,0,3,12,2,1,0,0.1667,51.356,0,True
Dialifos,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34,393.854,3.8782,55.84,0,6,8,2,23,1,1,9,0.4286,96.578,0,True
"1,4-Dibromobenzene",Brc1ccc(Br)cc1,-4.07,235.906,3.2116,0.0,0,0,0,1,8,1,0,2,0.0,41.842,0,True
Methazole,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,-2.82,261.064,1.436,57.14,0,3,1,2,16,2,0,7,0.1111,59.566,0,True
p-Phenylphenol,Oc1ccc(-c2ccccc2)cc1,-3.48,170.211,3.0592,20.23,1,1,1,2,13,2,0,1,0.0,53.5428,0,True
pyracarbolid,CC1=C(C(=O)Nc2ccccc2)CCCO1,-2.56,217.268,2.7095,38.33,1,2,2,2,16,1,1,3,0.3077,62.9577,0,True
Ethyl vinyl ether,C=COCC,-0.85,72.107,1.1664,9.23,0,1,2,0,5,0,0,1,0.5,21.823,0,True
1-Butyne,C#CCC,-1.24,54.092,1.0296,0.0,0,0,0,0,4,0,0,0,0.5,19.124,0,True
4-methoxypteridine,COc1ncnc2nccnc12,-1.11,162.152,0.4284,60.79,0,5,1,2,12,2,0,5,0.1429,41.68,0,True
3-Methyl-3-heptanol,CCCCC(C)(O)CC,-1.6,130.231,2.3376,20.23,1,1,4,0,9,0,0,1,1.0,40.4398,0,True
"1,4-Dichlorobenzene",Clc1ccc(Cl)cc1,-3.27,147.004,2.9934,0.0,0,0,0,1,8,1,0,2,0.0,36.462,0,True
3-Ethanoyloxymethylphenytoin,CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.47,324.336,2.0026,75.71,1,4,4,3,24,2,1,6,0.1667,85.6747,0,True
"Sparsomycin (3,8mg/ml)",CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981,361.445,-1.0689,132.12,4,6,8,1,23,1,0,10,0.4615,91.8623,0,True
3-methylindole,Cc1c[nH]c2ccccc12,-2.42,131.178,2.4763,15.79,1,0,0,2,10,2,0,1,0.1111,43.0357,0,True
2-methoxypteridine,COc1ncc2nccnc2n1,-1.11,162.152,0.4284,60.79,0,5,1,2,12,2,0,5,0.1429,41.68,0,True
Dioxacarb,CNC(=O)Oc1ccccc1C1OCCO1,-1.57,223.228,1.4502,56.79,1,4,2,2,16,1,1,5,0.3636,56.1707,0,True
isocarbamid,CC(C)CNC(=O)N1CCNC1=O,-2.15,185.227,0.3772,61.44,2,2,2,1,13,0,1,5,0.75,48.3414,0,True
Acetonitrile,CC#N,0.26,41.053,0.5299,23.79,0,1,0,0,3,0,0,1,0.5,11.287,0,True
Fenoxycarb,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,-4.7,301.342,3.6038,56.79,1,4,7,2,22,2,0,5,0.2353,83.4777,0,True
acetyl sulfisoxazole,CC(=O)N(c1onc(C)c1C)S(=O)c1ccc(N)cc1,-3.59,293.348,1.9493,89.43,1,5,3,2,20,2,0,7,0.2308,76.3998,0,True
