compound_id,canonical_smiles,heavy_atom_count,homo_ev,lumo_ev,gap_ev,dipole_moment_debye,polarizability_bohr3,heat_capacity_cv
QM9_02634,O=CC12CC(CC1=O)O2,9,-6.6532,-1.1973,5.4559,3.9219,65.94,27.988
QM9_02635,N#C[C-](C#N)C1CC1[NH3+],9,-7.3743,-0.0218,7.3498,5.9425,73.9,32.143
QM9_02636,OC1COC2CCC12O,9,-6.5525,1.5157,8.0682,2.1294,69.74,32.745
QM9_02637,CC1C2OC3C2N2C1C32,9,-6.4981,1.4613,7.9593,0.5037,72.34,26.907
QM9_02638,Cc1nc(N)nc(O)n1,9,-6.7539,-0.4435,6.3103,1.4324,71.07,30.22
QM9_02639,COC1CC2(CO)NC12,9,-6.3729,1.7579,8.1308,1.4926,76.54,34.426
QM9_02640,CCC(COC)COC,9,-6.8219,2.283,9.1049,2.0654,87.94,41.07
QM9_02641,CN=COC1(C)CC1C,9,-6.6178,0.7565,7.3743,2.9073,87.38,38.385
QM9_02642,C1COC(CC2CC2)=N1,9,-6.4872,0.7946,7.2818,1.3082,80.67,31.526
QM9_02643,CC1OC(C#N)C1=O,8,-7.7008,-1.6762,6.0246,3.9148,59.72,26.617
QM9_02644,CC1CC2CCC12O,8,-6.5743,2.0871,8.6614,1.2479,74.09,31.725
QM9_02645,N=COCC1CCC1=O,9,-6.8518,-0.9143,5.9375,4.5426,75.18,32.227
QM9_02646,CC1(C)C2OCC3C2C31,9,-6.3457,2.4028,8.7485,1.5769,80.76,32.491
QM9_02647,CC1C=CCC1(C)C=O,9,-6.5416,-0.5007,6.0409,2.5314,83.36,35.272
QM9_02648,Nc1onc2c1CC=C2,9,-5.7171,-0.5415,5.1756,4.2262,75.16,27.592
QM9_02649,N#CC12OC3C1COC32,9,-7.2219,-0.4218,6.8001,4.3461,66.22,25.503
QM9_02650,CC12OC3C1OCC32O,9,-6.5715,1.6463,8.2178,0.4935,67.1,30.056
QM9_02651,CN1CC23CC4N2CC413,9,-5.4831,1.3252,6.8083,1.7,81.05,29.96
QM9_02652,Cc1noncc1=N,8,-7.1756,-2.0681,5.1076,2.1533,65.49,25.215
QM9_02653,CCC12C3OC1C2C3O,9,-6.1334,1.9184,8.0518,0.9298,74.59,32.156
QM9_02654,CC1(O)C2CC3C2C31O,9,-6.1851,1.8395,8.0219,1.8393,74.13,33.601
QM9_02655,CC1C2C(=O)C1(C)C2C,9,-6.2232,0.4708,6.694,3.1955,83.5,36.125
QM9_02656,OC1CC2CC2N2CC12,9,-5.8804,1.796,7.6763,2.1046,77.51,31.119
QM9_02657,CC(O)CC1(C)CCO1,9,-6.4954,1.8994,8.3947,0.9935,82.14,38.647
QM9_02658,N#CC12CC1CCCN2,9,-6.2396,0.9089,7.1484,4.8438,79.84,31.181
QM9_02659,N#CCC1=NC2CC2O1,9,-7.0559,-0.234,6.8219,3.8424,69.26,27.577
QM9_02660,Nc1cnc(O)[nH]1,7,-5.2083,1.4966,6.7049,1.9578,51.7,23.632
QM9_02661,CCC1CC=C(C)CO1,9,-6.3511,0.7919,7.143,1.0861,89.08,36.451
QM9_02662,OCC1OC2=NCCC21,9,-6.7974,0.3565,7.1539,3.1202,72.28,29.982
QM9_02663,CC(C)C(C=O)OC=N,9,-6.9661,-1.1783,5.7851,1.822,78.9,37.085
QM9_02664,ON=C1C2C=CC1C2,8,-6.3403,0.098,6.4382,0.9564,69.3,25.909
QM9_02665,CCC(C)n1ncnn1,9,-7.7117,-0.498,7.211,3.0845,77.03,31.861
QM9_02666,C#CC1(C)C(O)C1C=O,9,-6.675,-0.8653,5.8096,2.5173,78.25,35.593
QM9_02667,CC1OC=NC1C1CN1,9,-6.5552,0.3401,6.8954,1.8605,74.91,30.855
QM9_02668,C#CC(C)(O)CC1CN1,9,-6.46,0.8272,7.2872,2.6379,81.4,37.668
QM9_02669,OCC1=NCC2CCN12,9,-6.226,0.4054,6.6341,3.7417,76.24,30.409
QM9_02670,CC1C2(C)CCC12O,8,-6.3729,2.1878,8.5634,1.1689,75.42,33.445
QM9_02671,N#CC1=NCC2CC2N1,9,-6.5743,-0.9851,5.5892,5.3727,76.26,28.654
QM9_02672,CC1NC1C#CCC=O,9,-6.5525,-0.781,5.7715,3.5361,83.95,34.302
QM9_02673,CC(O)CC1(C=O)CN1,9,-6.8872,-0.8762,6.011,3.6693,76.33,36.03
QM9_02674,CCCC(C)CC(C)O,9,-7.1158,1.9456,9.0614,1.3672,93.73,44.093
QM9_02675,CC1=CN(C)C(=O)CC1,9,-5.5511,0.0653,5.6164,3.1565,84.87,33.966
QM9_02676,CC(COC=O)OC=O,9,-7.7144,-0.1959,7.5185,5.7689,67.7,33.148
QM9_02677,CC1CC12C=CCC2,8,-5.845,0.8463,6.694,0.205,81.89,30.472
QM9_02678,CC(C)C1CC1C=O,8,-6.6505,-0.449,6.1988,3.2868,76.83,33.391
QM9_02679,CN1CC1C1(CO)CN1,9,-6.2994,1.9184,8.2178,1.6253,78.49,35.324
QM9_02680,CC(=O)CNCCC#N,9,-6.5062,-0.6912,5.8151,5.1764,77.39,35.593
QM9_02681,CC1C(CC=O)N1C=O,9,-6.8981,-1.0395,5.8613,4.7172,74.59,33.498
QM9_02682,CCC12CC1(C)CC2=O,9,-6.3675,-0.0626,6.3022,3.2745,84.32,35.661
QM9_02683,CC1(C2CO2)C2CC1C2,9,-7.0858,2.4654,9.5512,1.6678,82.35,32.414
QM9_02684,C1=CC23OC2(C1)C1CC13,9,-5.7253,-0.0463,5.679,2.0693,75.27,27.588
QM9_02685,C1OC1CN1C2CC1C2,9,-5.8913,2.6368,8.528,1.5783,80.51,30.608
QM9_02686,O=C1NCC(O)C1O,8,-7.0477,0.4327,7.4831,2.6761,56.96,27.261
QM9_02687,C#CCNC(=O)CC#C,9,-6.8001,0.5578,7.3552,2.9544,77.71,34.932
QM9_02688,C1C2C3C4C5C(C2N35)N14,9,-5.6572,1.2109,6.8682,1.1516,71.56,22.33
QM9_02689,CCC(C)COCCO,9,-7.0831,1.9837,9.0668,2.2315,87.14,41.306
QM9_02690,N=c1ccncc(N)n1,9,-6.2586,-2.1769,4.079,4.4302,80.98,29.194
QM9_02691,N#CC1NC2C3CC3C12,9,-6.5824,0.4463,7.0287,4.776,75.22,28.423
QM9_02692,CC#CC(C#N)C(C)C,9,-7.2083,0.5932,7.8015,4.1103,88.55,38.299
QM9_02693,CC1=CC=CCC=C1C,9,-5.6654,-0.5225,5.143,0.3979,95.13,34.546
QM9_02694,OC12C3CC4OC3C1C42,9,-6.6586,1.8776,8.5362,1.7706,68.97,26.591
QM9_02695,CC(N)C(C)(C#N)C#N,9,-7.192,-0.0952,7.0995,5.3776,76.25,36.897
QM9_02696,C1CC23CCC2(C1)C3,8,-5.9892,2.2858,8.275,0.4255,77.46,27.862
QM9_02697,CC(C)c1cc[nH]c1N,9,-5.23,1.4803,6.7103,1.1508,85.49,36.804
QM9_02698,CCC1NCC1=NO,8,-6.2368,0.1116,6.3484,1.0612,72.7,31.478
QM9_02699,CCC1C=C(CO)CC1,9,-6.0654,0.9415,7.0069,1.5029,89.49,37.079
QM9_02700,Nc1occc1NC=O,9,-5.6219,0.1469,5.7688,3.8679,71.73,29.698
QM9_02701,CCN=c1nccno1,9,-6.7566,-2.6504,4.1062,2.7002,78.7,29.572
QM9_02702,COC(C#N)C1CCO1,9,-7.1947,0.283,7.4777,4.7509,72.85,32.556
QM9_02703,Cc1cc(CCO)[nH]n1,9,-6.2668,0.7946,7.0614,2.1536,79.31,33.887
QM9_02704,OCC#CC1NC1CO,9,-6.7321,0.4572,7.1865,1.642,79.09,34.924
QM9_02705,CC12C3C4C(=O)N1C2C43,9,-6.3974,-0.3429,6.0545,4.3807,71.2,27.437
QM9_02706,C#CC1CNC(CO)=N1,9,-6.4736,0.4,6.8736,3.7485,76.31,32.602
QM9_02707,O=CC1C2CCC(=O)C12,9,-6.4872,-1.2082,5.279,4.3915,72.94,29.406
QM9_02708,C#Cc1cncnc1F,9,-7.1457,-1.7415,5.4069,1.7909,72.8,25.987
QM9_02709,CC1=CCC(C=O)CC1,9,-6.4464,-0.5061,5.9402,2.9165,86.42,34.134
QM9_02710,CC1OCCNC1C#N,9,-6.3647,0.6721,7.0341,4.7812,75.47,32.352
QM9_02711,CN=c1cnc(F)c[nH]1,9,-5.4042,-1.8096,3.5946,1.8989,77.24,29.113
QM9_02712,COCCC(O)CC#N,9,-7.1267,0.7265,7.8532,4.4231,77.54,37.036
QM9_02713,CN1C(=O)NCC1CO,9,-6.0954,1.717,7.8124,4.3171,72.49,33.603
QM9_02714,CC(C#N)COC(N)=O,9,-7.6627,0.8055,8.4682,5.5392,69.81,34.66
QM9_02715,O=C1NC=NC12CC2,8,-6.5498,-0.4626,6.0872,2.0785,63.72,24.867
QM9_02716,ON=C1CCC12CCO2,9,-6.5879,-0.2395,6.3484,1.6673,76.54,31.802
QM9_02717,N#CC1OC12CCC2,8,-7.9158,-0.1197,7.7961,4.0774,66.28,26.646
QM9_02718,CC1C2C=C(C=O)C1C2,9,-6.6641,-1.5374,5.1266,3.6131,84.65,30.82
QM9_02719,CCN(C)C(=[NH2+])C(=O)[O-],9,-6.0518,-0.7946,5.2572,8.9282,75.15,35.969
QM9_02720,C#CC12COCC1O2,8,-7.075,0.4136,7.4886,2.1801,64.23,25.965
QM9_02721,O=C1CC23CCCC12O3,9,-6.6314,-0.5742,6.0573,3.2681,72.28,28.453
QM9_02722,CC12CN(C=O)C1CO2,9,-6.6505,0.5633,7.2165,3.8812,74.68,31.052
QM9_02723,NC(=O)CC1OC2CC12,9,-6.4273,0.9714,7.4015,4.1299,72.14,31.715
QM9_02724,COc1noc(=O)n1C,9,-6.6069,0.6476,7.2546,5.4704,63.77,29.871
QM9_02725,CCn1cnn(C)c1=O,9,-5.8151,0.5007,6.3185,2.4429,74.71,32.042
QM9_02726,CC(C)C(=O)C1(C)CN1,9,-6.7566,-0.5987,6.1607,2.674,82.93,38.094
QM9_02727,OC1C2CC3(CC3)OC12,9,-6.2886,1.9837,8.2723,1.769,74.5,31.131
QM9_02728,O=C1C2CC3(CO)C2N13,9,-6.9008,-0.0707,6.8301,3.7018,68.27,28.826
QM9_02729,N=C1CCCOCO1,8,-6.9716,0.566,7.5376,2.9076,65.68,27.063
QM9_02730,CC12CC(CCO1)CO2,9,-6.7185,2.1769,8.8954,2.0755,76.96,31.497
QM9_02731,C1CC23CC(C2)OCC13,9,-6.411,2.4028,8.8165,1.4093,81.58,29.802
QM9_02732,CCC1C(=N)OCC1=O,9,-7.0804,-1.1293,5.9511,1.2366,73.76,32.017
QM9_02733,C1=CC23COC2C2C1N23,9,-5.9756,-0.3401,5.6355,2.4207,71.35,25.255
QM9_02734,COC1C(=O)CNC1=O,9,-6.5008,-1.1783,5.3253,2.8471,66.65,30.85
QM9_02735,CC1C(O)C=CC1CO,9,-6.811,0.3129,7.1239,1.5094,79.47,36.034
QM9_02736,COC(=N)C(O)CCO,9,-6.9199,1.0776,8.0001,4.2606,73.36,36.898
QM9_02737,CC#CC1(C)COC1,8,-6.7185,1.3306,8.0491,2.0287,76.86,31.784
QM9_02738,O=C1CC(O)CC(O)C1,9,-6.5743,-0.566,6.0083,0.5267,72.04,33.874
QM9_02739,CC1(C2CC3CN32)CO1,9,-6.2831,2.3211,8.6042,1.6127,77.51,32.403
QM9_02740,CC1N(C(N)=O)C1(C)C,9,-6.4409,1.2463,7.6872,3.1835,80.25,38.645
QM9_02741,C1=CC23OC2COC3C1,9,-6.5144,-0.0054,6.5062,1.8359,73.28,27.231
QM9_02742,O=C1NCCCC2CC12,9,-6.4137,0.7891,7.2029,3.784,78.69,31.493
QM9_02743,CC1C2C(O)C(C#N)C12,9,-7.2682,0.6259,7.894,4.1615,76.66,32.628
QM9_02744,CC(=O)C1OC1C(C)=O,9,-6.8682,-1.2898,5.5783,2.6932,69.81,33.821
QM9_02745,OC12CC(C1)C1OC12,8,-6.9171,1.8749,8.7947,2.6502,62.65,25.593
QM9_02746,c1nc2n(n1)C1CC1O2,9,-6.5062,0.4898,6.996,4.0539,65.15,23.462
QM9_02747,CC1OCc2ccoc21,9,-5.8804,0.3973,6.2749,1.2759,74.79,28.573
QM9_02748,CCC(C)(C)OCC#N,9,-7.592,0.4517,8.0437,3.7711,82.4,39.61
QM9_02749,c1nc2cnocc-2n1,9,-7.4913,-2.5606,4.9307,1.1792,70.48,22.036
QM9_02750,NC(=O)C1OCC12CC2,9,-6.3702,0.8027,7.1729,2.636,71.93,32.437
QM9_02751,C1OC2C1OC1CC12,8,-6.528,1.7715,8.2995,1.1726,62.61,24.058
QM9_02752,OCc1cnc(F)nn1,9,-6.8001,-2.2341,4.5661,4.3533,62.49,26.905
QM9_02753,CC1OC23COC2CC13,9,-6.479,1.698,8.177,1.949,74.69,30.22
QM9_02754,CNc1cn[nH]c1N,8,-5.045,0.9524,5.9974,3.4073,67.77,29.354
QM9_02755,CC1=CCC2NC12C#N,9,-6.7702,-0.2367,6.5335,3.2102,79.52,30.608
QM9_02756,CNC(=O)CC1CC1,8,-6.392,1.0885,7.4804,3.7385,72.87,32.135
QM9_02757,CC1CC1C12CC(C1)O2,9,-6.3294,2.2368,8.5661,1.6659,83.28,32.849
QM9_02758,CC1NC1C1OC2CC21,9,-6.3158,1.9402,8.2587,1.4051,79.46,32.327
QM9_02759,CC1CC23CC(C2=O)C13,9,-6.4573,0.3946,6.8518,3.3958,81.56,30.93
QM9_02760,COC(C)C1CC(C)O1,9,-6.5471,2.332,8.8791,1.3209,82.9,38.023
QM9_02761,C#CC12COCC1OC2,9,-6.9117,0.868,7.7797,1.0933,73.73,29.848
QM9_02762,CC12CN3C(CCO1)C32,9,-6.3321,2.2177,8.5471,0.9172,77.18,30.588
QM9_02763,C#CC12CN(C1)C21CC1,9,-6.6423,0.8762,7.5185,1.3064,83.53,31.471
QM9_02764,CC(O)C1NC1C#N,8,-7.4423,0.4408,7.8831,4.2782,65.84,30.5
QM9_02765,OC1C2CC3OC3C1O2,9,-6.8709,1.2544,8.1253,1.8223,65.37,27.254
QM9_02766,CN=C1OCOCC1O,9,-7.045,0.4435,7.4886,1.9991,71.0,31.823
QM9_02767,OC1C(O)C1C1CN1,8,-6.2804,1.317,7.5974,2.9619,63.86,29.903
QM9_02768,Nc1nccc(F)n1,8,-6.362,-0.7021,5.66,1.4198,59.6,23.849
QM9_02769,O=C1CN=C(C2CC2)N1,9,-6.5824,-0.3157,6.2668,3.4195,75.46,29.68
QM9_02770,CC(O)C(=N)OC(N)=O,9,-7.0614,-0.098,6.9607,5.0175,66.73,35.489
QM9_02771,CC(C)c1nc(O)c[nH]1,9,-5.2191,0.9823,6.1988,2.8443,78.58,34.494
QM9_02772,C1CC12C1NC2C12CO2,9,-6.4818,2.2395,8.7212,2.1185,77.09,29.689
QM9_02773,C[NH+]=C(N)CC(=O)[O-],8,-5.2191,1.298,6.5198,1.1805,63.07,33.887
QM9_02774,CC1CC1C#CC1CO1,9,-6.4627,0.6857,7.1484,2.1842,88.06,33.865
QM9_02775,CC1NC1c1cn[nH]c1,9,-6.1035,0.6367,6.7403,3.4835,78.43,30.417
QM9_02776,COCC1(C(C)=O)CN1,9,-6.4437,-0.3184,6.1253,2.6508,76.67,35.997
QM9_02777,COC(C=O)C1CC1C,9,-6.5117,-0.8027,5.7089,1.9776,80.5,36.734
QM9_02778,CC1C2OC(N)=NC12C,9,-5.8232,1.4966,7.3199,1.35,76.36,33.905
QM9_02779,O=CC1C=CCC(O)C1,9,-6.5389,-0.8136,5.7253,3.2762,78.3,32.764
QM9_02780,ON=C1CC2OCCC12,9,-6.6858,-0.0272,6.6586,0.7972,75.12,30.363
QM9_02781,O=CN1CC2C3CC3C21,9,-6.528,0.7265,7.2546,4.4112,76.94,28.628
QM9_02782,CNC(C=O)(C=O)C=O,9,-6.7022,-1.9892,4.713,3.2071,67.82,34.053
QM9_02783,C1=CC2C=CCC(C1)C2,9,-6.0382,0.4354,6.4736,0.388,86.86,29.964
QM9_02784,CC1OC2C(C)C12C#N,9,-7.0858,0.2939,7.3797,3.1923,77.9,32.736
QM9_02785,N#CCOc1ncc[nH]1,9,-6.0355,0.0626,6.0981,4.0091,68.88,27.918
QM9_02786,C#CC1C(=O)C2(C)NC12,9,-6.3158,-0.6286,5.6872,3.8842,77.05,32.188
QM9_02787,O=C1NCCCNC1=O,9,-6.3838,-0.4136,5.9702,6.6777,69.95,30.613
QM9_02788,CCC1OC(=O)C1OC,9,-6.8545,0.0,6.8518,3.3524,72.65,33.866
QM9_02789,CC1OCC1=NO,7,-6.7403,-0.0599,6.6777,1.103,57.57,25.694
QM9_02790,Cn1cnc(=N)c(F)n1,9,-6.2559,-1.181,5.0749,5.4787,71.78,27.755
QM9_02791,CC(=O)N(C)C1(C)CC1,9,-6.2695,0.8626,7.1321,3.2251,82.82,38.368
QM9_02792,N#CC#CCC=O,7,-7.6328,-1.7279,5.9049,3.1893,61.99,23.063
QM9_02793,O=CC1CC1C(F)(F)F,9,-7.0341,-0.8381,6.196,3.1171,56.03,29.49
QM9_02794,C1=CC2C3C(C1)C1C2C31,9,-6.2396,0.6912,6.9307,0.3293,82.1,26.895
QM9_02795,CC1C2CC(CO)C1C2,9,-7.0858,2.1633,9.2519,1.3571,85.4,34.768
QM9_02796,Cc1ccc([N+](=O)[O-])[nH]1,9,-6.46,-1.981,4.4763,5.2352,77.94,28.834
QM9_02797,CC12C(O)CC3CC1C32,9,-6.7321,2.0844,8.8192,1.3164,81.27,32.63
QM9_02798,COC1C(=O)CC1C,8,-6.1416,-0.664,5.4777,2.1754,68.81,31.219
QM9_02799,C#CC1(C)CCC1OC,9,-6.7076,1.4259,8.1335,1.4025,85.7,37.503
QM9_02800,CC1C2N=C(C=O)OC12,9,-6.928,-2.1198,4.8083,4.0683,71.7,29.134
QM9_02801,CCC1N2C(=O)CC12C,9,-6.5307,-0.1578,6.3729,4.0528,79.6,34.637
QM9_02802,CC1COC(=N)NC1=O,9,-6.9307,-0.2884,6.6423,3.195,72.24,30.647
QM9_02803,COC1CCOC1C#N,9,-7.3389,0.3701,7.709,4.0679,71.53,31.768
QM9_02804,N=c1nc(N)[nH]c(F)n1,9,-6.2613,-0.2857,5.9756,6.845,65.56,28.031
QM9_02805,N#CCC(N)COC=O,9,-7.4097,0.1769,7.5893,4.2995,71.06,33.625
QM9_02806,c1cc2c([nH]1)N1CC1C2,9,-4.9552,1.3742,6.3266,0.9242,78.54,27.337
QM9_02807,CC1=C(C#N)CNC1=O,9,-7.2491,-1.9728,5.279,2.518,76.46,30.263
QM9_02808,COc1coc(C=O)c1,9,-6.2858,-1.5864,4.6967,4.5187,75.04,29.086
QM9_02809,OC1CC12C1CN2C1,8,-6.4328,1.5837,8.0165,2.3368,68.99,27.781
QM9_02810,C#CCC12OC1CC2C,9,-6.8409,1.2681,8.109,1.9726,80.41,34.268
QM9_02811,C#CCOC(C)(C)CC,9,-6.9634,1.0041,7.9702,1.1025,87.33,41.675
QM9_02812,COCCC1(C)CCC1,9,-6.7892,2.1279,8.9172,0.9983,90.04,39.025
QM9_02813,CC1=CNC(=O)CC1O,9,-5.9838,-0.332,5.6545,3.4345,76.21,33.083
QM9_02814,C#CC1(C#N)CCN1,8,-7.0042,-0.2068,6.7974,4.7541,67.89,28.013
QM9_02815,C1NC1C12CC(C1)O2,8,-6.3022,1.8749,8.177,1.2872,68.48,26.511
QM9_02816,CC1C=CC2C(O)CC12,9,-6.411,0.3157,6.7267,1.742,82.88,33.048
QM9_02817,CC1OC2C(C)C1C2O,9,-6.2205,1.8966,8.1172,0.698,78.14,34.43
QM9_02818,CC1C2C3CN4C3C1C24,9,-6.03,2.1443,8.1743,1.6524,80.67,27.95
QM9_02819,C#CC1(C(C)C)NC1C,9,-6.4164,1.0422,7.4586,1.0427,89.22,39.845
QM9_02820,CC1C(C#N)=CC2NC21,9,-6.9008,-1.3034,5.5974,5.3127,80.46,30.044
QM9_02821,C#CC(C)(C)OCC=O,9,-6.9824,-0.7456,6.2368,2.9653,78.79,38.218
QM9_02822,C#CCOCCC,7,-6.9226,0.9442,7.8641,1.2481,67.87,30.04
QM9_02823,O=CCc1cnnnn1,9,-7.2165,-2.7973,4.4219,3.199,67.91,26.556
QM9_02824,COCc1coc(N)n1,9,-5.5239,0.9442,6.4681,1.1512,72.2,31.98
QM9_02825,CC1OC2(C=O)COC12,9,-6.9416,-1.3442,5.5974,2.1837,69.31,30.494
QM9_02826,CC1CC1C1C2CC1C2,9,-7.0886,2.4273,9.5131,0.208,89.82,33.515
QM9_02827,CC12CCCC1CO2,8,-6.5226,2.2313,8.7539,1.6476,73.5,29.344
QM9_02828,CC12CC3CC1(CO2)O3,9,-6.675,1.6109,8.2831,0.8907,74.23,30.155
QM9_02829,Cn1cc(N)cc1O,8,-4.3838,1.8667,6.2505,1.1093,68.72,31.198
QM9_02830,C#CC1=CC2(C)OC2C1,9,-6.2668,-0.868,5.3987,1.7212,84.54,32.151
QM9_02831,CC1C(=O)C=CC2NC21,9,-6.4409,-1.4041,5.0368,4.4015,78.36,30.417
QM9_02832,O=C1CC2C(O)C2(O)C1,9,-6.4709,-0.2912,6.1797,2.9503,67.7,32.174
QM9_02833,Cc1[nH]c(C=O)nc1O,9,-5.8532,-1.5157,4.3348,5.0836,78.27,30.456
QM9_02834,C1C2CN1c1onnc12,9,-6.3484,-1.8585,4.4899,4.4791,75.96,26.069
QM9_02835,CC12CC1(O)COCO2,9,-6.6369,1.8477,8.4845,1.681,71.15,33.165
QM9_02836,CC12CC=C(C=O)C1N2,9,-6.5852,-1.7225,4.8654,4.1238,80.4,31.213
QM9_02837,CC(=O)OC1COC1=O,9,-7.6709,-0.3184,7.3525,3.6293,63.27,29.748
QM9_02838,C#CC1CC2CC1C2O,9,-6.743,1.3415,8.0845,1.0904,80.7,32.492
QM9_02839,COC1C(OC)C1(C)C,9,-5.9402,1.9483,7.8886,1.8912,84.62,40.032
QM9_02840,N=c1[nH]cc(F)[nH]c1=O,9,-5.5294,-1.0231,4.5062,3.8052,65.75,28.02
QM9_02841,C#CCOC(=N)OCC,9,-7.1076,0.5361,7.6464,0.9465,77.28,35.467
QM9_02842,O=C1CN(C2CCC2)C1,9,-6.2205,-0.6231,5.5974,2.6423,80.99,31.996
QM9_02843,CC1NCCCOC1=O,9,-6.2722,0.4517,6.7239,4.6741,75.65,32.82
QM9_02844,CC1=CC2CC(C2)C1O,9,-6.3049,0.4054,6.7076,1.4201,83.67,33.088
QM9_02845,CC1CC(=O)CCCO1,9,-6.4056,-0.2912,6.1117,2.2973,79.09,33.942
QM9_02846,CC1CCC1(N)C#N,8,-6.9552,0.7728,7.728,4.475,72.19,31.726
QM9_02847,CC1CCc2[nH]ncc21,9,-5.9974,0.7456,6.7403,2.5883,81.26,29.918
QM9_02848,N#CC1(N)C=CNC1=N,9,-6.2124,-0.7021,5.5103,5.1679,72.86,31.245
QM9_02849,CC#CC(C)CNC=O,9,-6.6287,0.7946,7.4233,3.5436,86.15,37.583
QM9_02850,CC12OC1(C)C1(O)CC12,9,-6.362,1.8286,8.1906,3.0052,75.01,34.76
QM9_02851,O=CNC1C(O)C2NC12,9,-6.4709,0.8381,7.309,5.0143,70.08,30.625
QM9_02852,CCCCC1(C=O)CO1,9,-7.0015,-1.0014,6.0028,2.103,80.33,36.322
QM9_02853,CCN=CNC(N)=O,8,-6.509,0.2939,6.8028,2.5429,71.79,32.283
QM9_02854,C#CC1(C)C=CC2NC21,9,-6.4872,0.0925,6.5797,1.2494,82.65,32.602
QM9_02855,O=c1[nH]c(N2CC2)co1,9,-5.5838,0.8789,6.4627,5.6458,68.42,28.342
QM9_02856,C#CC(O)C1OCC1O,9,-7.0722,0.6748,7.7444,1.1757,70.05,32.823
QM9_02857,C1C2CN1C1(CC1)CO2,9,-5.8178,2.4109,8.226,0.2925,78.28,29.999
QM9_02858,O=C1C=CC(CO)N1,8,-6.5525,-0.7565,5.796,4.8968,63.79,27.521
QM9_02859,OCC1C2OC2C12CN2,9,-6.743,1.5293,8.2723,0.6129,71.26,31.579
QM9_02860,OCC1=CC2(O)CC1C2,9,-5.8722,0.5578,6.4301,2.3101,77.19,33.1
QM9_02861,CCC1N=CN(C)C1=O,9,-6.6205,-0.3891,6.2314,2.4595,78.25,32.951
QM9_02862,O=c1[nH]c2ccoc2[nH]1,9,-5.1402,0.3592,5.4994,3.0342,65.89,26.082
QM9_02863,C#CC1NC(C#N)C1N,9,-6.9443,-0.0707,6.8736,3.4643,76.5,32.7
QM9_02864,CCC(C)(CO)CC#N,9,-7.6627,0.8898,8.5525,4.8312,81.91,39.737
QM9_02865,CC(=O)OCC(O)CO,9,-6.958,-0.1878,6.7729,3.813,69.21,35.911
QM9_02866,C#CC1C(C)C1C(C)=O,9,-6.4437,-0.4544,5.9892,2.7346,83.63,36.39
QM9_02867,c1nc2c[nH]nnc-2n1,9,-7.2682,-2.1198,5.1484,5.4468,70.78,21.886
QM9_02868,CN1CC2CCC21C#N,9,-6.1824,0.3401,6.5226,3.5492,80.76,32.047
QM9_02869,C#CC1CC2C1C2(C)C,9,-6.7675,1.3279,8.0954,0.7728,88.78,36.298
QM9_02870,COC1OC2C3NC2C13,9,-6.3702,2.2613,8.6315,1.6705,71.78,28.393
QM9_02871,CCC1CC=CC1O,8,-6.7947,0.3347,7.1267,1.577,75.65,31.767
QM9_02872,O=C(CO)C(O)C1CN1,9,-6.8981,-1.2517,5.6464,1.731,68.73,33.768
QM9_02873,CC1(O)C2OC3(C)C2C13,9,-6.3321,2.2504,8.5825,2.297,74.42,33.041
QM9_02874,CCOCC1OC1(C)C,9,-6.8328,2.3783,9.2111,2.3584,84.67,39.49
QM9_02875,COC1CCC=C1C#N,9,-7.045,-1.2408,5.8069,3.6882,81.23,31.807
QM9_02876,COc1ccc(=N)on1,9,-6.2858,-1.8422,4.4436,3.1695,74.46,29.203
QM9_02877,N#CCC1CC1,6,-8.2423,0.9415,9.1838,4.0027,53.78,21.499
QM9_02878,CC1=CCCC=C(C)C1,9,-6.0382,0.7184,6.7566,0.2615,94.07,36.397
QM9_02879,N=C1OC2CC3CNC132,9,-6.3702,0.4027,6.7729,3.5299,74.14,27.88
QM9_02880,O=C1OC2CC3C(O1)C23,9,-7.4559,1.0912,8.5471,5.5988,63.72,25.056
QM9_02881,O=C1OC2C3CC2C1N3,9,-6.4899,0.1333,6.6233,3.8068,67.3,24.729
QM9_02882,CC1OC2C(O)COC12,9,-6.6831,1.7932,8.4736,1.0265,70.48,31.721
QM9_02883,CC1C2CC(CC=O)N12,9,-6.2695,-0.5361,5.7334,3.3151,78.95,33.114
QM9_02884,OC12C3C4C3C1C42,7,-5.9539,1.9783,7.9348,1.3185,56.01,21.551
QM9_02885,OC1C=CC=CC(O)C1,9,-6.0573,-0.9279,5.1293,2.5516,80.38,33.656
QM9_02886,O=CC(=O)CC1CN1,8,-6.6967,-2.8191,3.8776,1.8375,62.45,27.855
QM9_02887,C#Cc1cnoc(=O)c1,9,-7.4042,-2.8545,4.547,5.4693,74.45,27.144
QM9_02888,CC(=O)C(C)CC1CC1,9,-6.4518,-0.2041,6.2477,2.5891,86.31,38.48
QM9_02889,C#Cc1nc(O)[nH]c1N,9,-5.0205,0.4544,5.4749,3.0083,74.82,31.872
QM9_02890,C1CC2(CN2)COCO1,9,-6.7838,1.8857,8.6695,2.5271,74.82,31.211
QM9_02891,CC12C3CN1CC32O,8,-5.8586,1.9864,7.845,1.9989,68.1,28.266
QM9_02892,CC(C#N)C1(C#N)CN1,9,-7.8478,-0.234,7.6137,1.5233,73.16,32.154
QM9_02893,N=C1NC23CCC12OC3,9,-6.3865,0.664,7.0477,4.2982,73.49,29.379
